Property_ID,District,Building_Type,Gross_Area_m2,Rooms,Bathrooms,Building_Age,Floor,Total_Floors,Heating_Type,Furnished_Status,Parking_Spaces,Balconies,In_Residential_Complex,View_Type,Distance_to_Center_km,Distance_to_Transit_km,Elevator,Security,Price_TL
HP-00184,Karsiyaka,Townhouse,248.7,6,2,0,6,14,Central,Unfurnished,2,2,Yes,Street,6.14,,Yes,Yes,17025964.38
HP-00185,Sisli,Residence,168.3,5,2,7,16,21,Central,Semi_Furnished,1,2,Yes,Street,2.84,1.16,Yes,No,12025194.72
HP-00186,Karsiyaka,Apartment,112.8,3,1,21,4,9,Central,Semi_Furnished,0,4,No,Street,4.13,1.77,Yes,Yes,5697229.13
HP-00187,Kadikoy,Detached,247.6,7,3,14,0,6,Natural_Gas,Unfurnished,1,2,Yes,Sea,9.50,0.14,Yes,No,30786004.18
HP-00188,Atasehir,Detached,273.4,7,3,12,0,2,Natural_Gas,Semi_Furnished,1,1,Yes,City,10.22,1.04,Yes,No,18089641.82
HP-00189,Konyaalti,Apartment,87.4,2,1,8,7,14,Natural_Gas,Unfurnished,1,0,No,City,11.92,1.17,Yes,Yes,4068757.96
HP-00190,Uskudar,Apartment,35.0,1,1,6,27,35,Natural_Gas,Unfurnished,1,2,No,City,2.54,0.91,Yes,Yes,2432467.30
HP-00191,Nilufer,Detached,189.0,4,1,19,,8,Natural_Gas,Unfurnished,0,1,No,Street,7.69,0.52,Yes,No,7955846.82
HP-00192,Uskudar,Apartment,160.6,4,1,7,11,22,Coal,Furnished,1,2,Yes,Park,2.74,0.96,Yes,No,12908468.97
HP-00193,Atasehir,Villa,198.0,5,2,2,0,6,Electric,Unfurnished,1,0,No,City,3.58,4.19,No,No,19185790.59
HP-00194,Konyaalti,Apartment,71.6,2,1,23,26,31,Coal,Unfurnished,1,1,Yes,Street,6.57,0.26,Yes,No,2990968.89
HP-00195,Sisli,Apartment,62.6,2,1,2,2,5,Natural_Gas,Unfurnished,3,2,Yes,City,6.38,2.37,Yes,No,5226424.08
HP-00196,Atasehir,Apartment,137.0,3,1,8,23,31,Natural_Gas,Furnished,1,1,Yes,Street,5.46,1.41,Yes,No,7843119.73
HP-00197,Karsiyaka,Detached,224.1,5,2,12,0,4,Central,Unfurnished,1,2,No,Nature,15.60,0.43,No,Yes,12146130.91
HP-00198,Nilufer,Residence,97.8,3,1,30,7,10,Natural_Gas,Unfurnished,1,4,No,City,11.35,0.58,Yes,No,3935153.96
HP-00199,Beylikduzu,Apartment,103.9,4,1,7,15,21,Central,Unfurnished,1,2,No,City,1.17,0.24,No,Yes,3433782.84
HP-00200,Uskudar,Detached,209.9,7,2,33,0,7,Electric,Semi_Furnished,0,1,Yes,City,2.35,0.25,Yes,Yes,12435837.27
HP-00201,Nilufer,Apartment,153.1,5,2,8,8,13,Central,Semi_Furnished,1,1,No,Park,12.19,0.47,No,No,6848439.52
HP-00202,Kadikoy,Residence,143.1,4,2,0,26,38,Electric,Unfurnished,1,1,No,Park,,0.10,Yes,No,16612134.48
HP-00203,Beylikduzu,Apartment,201.9,5,2,24,2,10,Natural_Gas,Semi_Furnished,1,1,No,Sea,2.74,3.02,No,Yes,8645941.62
HP-00204,Kadikoy,Villa,140.0,5,2,8,0,2,Heat_Pump,Semi_Furnished,3,1,Yes,Street,3.65,1.22,No,No,16014821.85
HP-00205,Konyaalti,Apartment,92.8,3,1,5,28,37,Natural_Gas,Semi_Furnished,1,2,Yes,City,1.55,0.84,No,Yes,5372908.23
HP-00206,Nilufer,Residence,67.1,2,,0,14,26,Natural_Gas,Semi_Furnished,1,2,Yes,Park,1.82,0.09,Yes,Yes,4528735.59
HP-00207,Cankaya,Detached,231.0,6,2,26,0,7,Natural_Gas,Semi_Furnished,0,0,No,Nature,9.40,1.00,Yes,Yes,10633546.83
HP-00208,Besiktas,Apartment,194.5,7,3,6,2,15,Central,Furnished,2,2,No,Street,5.61,0.39,No,No,16541898.36
HP-00209,Beylikduzu,Apartment,112.8,3,1,11,18,22,Coal,Unfurnished,2,3,No,Sea,5.54,0.06,No,Yes,5435492.14
HP-00210,Karsiyaka,Apartment,117.2,3,1,2,,34,Natural_Gas,Unfurnished,2,1,Yes,Nature,1.75,1.73,No,No,7288024.04
HP-00211,Nilufer,Apartment,125.6,4,2,26,12,24,Central,Unfurnished,2,1,No,City,6.69,0.68,Yes,No,4168977.74
HP-00212,Cankaya,Apartment,152.2,4,1,14,7,9,Natural_Gas,Furnished,0,1,No,City,1.91,1.29,Yes,Yes,7730886.62
HP-00213,Sisli,Residence,140.5,4,1,39,6,10,Central,Unfurnished,1,1,Yes,Nature,2.64,0.09,Yes,Yes,10923151.70
HP-00214,Kadikoy,Apartment,118.7,3,1,7,0,2,Electric,Semi_Furnished,1,1,Yes,Street,5.86,,Yes,No,9216779.37
HP-00215,Besiktas,Residence,211.7,7,2,25,19,26,Heat_Pump,Unfurnished,1,2,No,City,2.50,0.80,No,Yes,28930680.16
HP-00216,Nilufer,Apartment,176.6,5,2,16,28,30,Natural_Gas,Unfurnished,1,2,Yes,Street,1.53,1.00,Yes,No,7869659.66
HP-00217,Karsiyaka,Residence,153.2,4,2,2,16,28,Heat_Pump,Semi_Furnished,1,3,No,Street,5.62,2.07,Yes,No,9900645.11
HP-00218,Kadikoy,Townhouse,135.3,4,2,30,4,14,Central,Semi_Furnished,1,1,Yes,Street,2.07,0.66,Yes,Yes,9474407.47
HP-00219,Sisli,Apartment,146.8,5,2,24,2,13,Central,Semi_Furnished,0,1,No,Nature,5.24,0.06,Yes,Yes,9806503.01
HP-00220,Konyaalti,Apartment,90.1,3,1,4,1,7,Natural_Gas,Semi_Furnished,2,4,No,City,5.03,1.05,Yes,No,5219243.81
HP-00221,Nilufer,Apartment,156.8,5,2,4,27,38,Central,Semi_Furnished,1,1,Yes,Nature,5.57,2.06,No,No,6549889.98
HP-00222,Kadikoy,Apartment,191.7,6,2,23,5,15,Natural_Gas,Furnished,1,1,Yes,City,1.94,1.31,Yes,No,15500694.42
HP-00223,Nilufer,Villa,211.7,6,3,18,0,4,Natural_Gas,Unfurnished,2,0,Yes,Nature,10.18,0.80,Yes,Yes,13369926.34
HP-00224,Uskudar,Apartment,162.4,5,2,75,4,11,Natural_Gas,Semi_Furnished,2,,No,Street,1.12,0.52,No,Yes,7641406.18
HP-00225,Konyaalti,Residence,58.6,2,1,17,2,7,Natural_Gas,Unfurnished,1,1,Yes,City,6.53,0.70,No,No,3140081.45
HP-00226,Cankaya,Apartment,220.0,6,2,6,16,21,Natural_Gas,Unfurnished,1,1,No,Street,4.23,1.73,No,No,11309200.88
HP-00227,Karsiyaka,Residence,154.0,5,2,40,26,30,Natural_Gas,Unfurnished,1,1,No,Park,0.98,,Yes,No,8642540.10
HP-00228,Karsiyaka,Villa,214.8,5,2,10,0,2,Natural_Gas,Furnished,1,1,Yes,City,2.45,0.56,Yes,Yes,21571494.27
HP-00229,Sisli,Detached,235.8,8,4,9,0,11,Natural_Gas,Semi_Furnished,1,1,No,City,0.46,1.21,Yes,Yes,21943362.95
HP-00230,Atasehir,Apartment,176.8,5,2,0,4,11,Central,Unfurnished,2,0,No,Street,3.77,2.09,Yes,No,13502331.58
HP-00231,Sisli,Apartment,139.0,3,1,11,2,10,Natural_Gas,Unfurnished,1,,No,City,0.70,1.50,No,No,9118104.40
HP-00232,Kadikoy,Apartment,123.8,3,1,1,19,28,Natural_Gas,Furnished,2,2,Yes,City,4.76,1.07,Yes,No,13114003.17
HP-00233,Cankaya,Detached,215.4,7,2,2,0,10,Natural_Gas,Unfurnished,2,2,Yes,Street,9.39,1.76,Yes,No,15076148.98
HP-00234,Uskudar,Apartment,156.2,6,2,1,20,22,Central,Unfurnished,1,1,No,Street,6.77,0.30,No,No,11821679.89
HP-00235,Kadikoy,Townhouse,193.7,5,2,6,6,18,Natural_Gas,Unfurnished,3,2,No,Street,5.49,0.56,Yes,No,18512501.61
HP-00236,Nilufer,Detached,243.0,7,2,5,0,6,Natural_Gas,Furnished,1,0,Yes,Street,3.64,,Yes,No,11671344.03
HP-00237,Konyaalti,Detached,253.2,9,3,10,0,4,Electric,Semi_Furnished,1,2,No,Street,4.80,1.27,No,Yes,11652799.37
HP-00238,Nilufer,Apartment,149.8,4,2,36,7,20,Electric,Semi_Furnished,1,1,No,Street,6.56,1.55,Yes,No,4052365.03
HP-00239,Atasehir,Detached,161.5,4,1,38,0,6,Central,Semi_Furnished,1,3,Yes,Street,8.26,0.39,Yes,No,9081643.83
HP-00240,Kadikoy,Residence,88.6,2,1,26,19,27,Electric,Unfurnished,0,1,No,City,2.61,1.42,No,No,5489605.40
HP-00241,Konyaalti,Apartment,81.4,2,1,3,18,24,Central,Semi_Furnished,1,2,Yes,Street,8.63,2.38,No,Yes,4385668.41
HP-00242,Atasehir,Detached,196.3,5,2,11,0,11,Electric,Furnished,1,1,Yes,Nature,3.05,,Yes,Yes,18070463.37
HP-00243,Konyaalti,Apartment,114.2,3,1,25,27,38,Natural_Gas,Unfurnished,1,1,No,Sea,9.60,0.39,No,Yes,6400992.28
HP-00244,Besiktas,Apartment,82.9,3,1,26,26,28,Central,Semi_Furnished,1,1,Yes,Street,3.59,0.17,Yes,No,6135881.23
HP-00245,Uskudar,Apartment,87.4,3,1,7,14,20,Natural_Gas,Furnished,1,3,No,Street,2.52,3.85,No,Yes,5394641.02
HP-00246,Karsiyaka,Apartment,174.7,5,2,1,24,28,Central,Unfurnished,1,1,No,City,8.54,1.30,Yes,No,9138799.71
HP-00247,Karsiyaka,Residence,160.9,4,1,1,25,32,Central,Unfurnished,1,3,No,Park,1.01,2.33,Yes,No,10731090.18
HP-00248,Cankaya,Apartment,177.5,5,2,7,12,23,Natural_Gas,Unfurnished,2,1,Yes,Nature,2.56,0.16,No,No,11171211.43
HP-00249,Kadikoy,Apartment,106.3,3,1,23,27,31,Natural_Gas,Semi_Furnished,1,1,No,City,1.20,0.99,Yes,No,8370044.50
HP-00250,Kadikoy,Residence,172.0,4,1,8,0,13,Natural_Gas,Unfurnished,2,1,No,Street,9.68,0.32,Yes,No,13475597.89
HP-00251,Karsiyaka,Detached,250.8,7,2,10,0,5,Heat_Pump,Semi_Furnished,1,4,No,Street,3.01,1.82,Yes,No,15988668.30
HP-00252,Cankaya,Residence,128.1,4,1,45,26,28,Natural_Gas,Unfurnished,1,2,Yes,Street,6.71,0.56,Yes,No,5809937.29
HP-00253,Atasehir,Apartment,114.7,3,1,2,25,32,Natural_Gas,Unfurnished,1,0,No,Park,5.95,0.14,Yes,No,6668895.32
HP-00254,Nilufer,Residence,,3,1,39,0,9,Central,Semi_Furnished,1,1,Yes,City,2.56,1.36,Yes,No,3692480.89
HP-00255,Atasehir,Apartment,147.0,4,2,7,11,22,Natural_Gas,Semi_Furnished,1,1,No,Nature,15.39,1.07,Yes,No,8901816.64
HP-00256,Cankaya,Apartment,186.2,6,2,36,20,25,Natural_Gas,Unfurnished,0,1,No,City,6.53,0.79,Yes,Yes,7012978.70
HP-00257,Nilufer,Apartment,115.5,3,1,4,2,11,Natural_Gas,Semi_Furnished,2,2,Yes,Street,8.26,1.77,Yes,No,4306781.73
HP-00258,Konyaalti,Residence,102.6,3,1,5,19,26,Coal,Unfurnished,2,1,No,Sea,0.91,0.83,Yes,Yes,10413964.62
HP-00259,Nilufer,Villa,142.5,5,2,23,0,10,Central,Unfurnished,2,2,No,Street,7.01,,Yes,No,6882115.60
HP-00260,Sisli,Apartment,248.8,8,4,7,7,18,Natural_Gas,Unfurnished,1,2,Yes,Street,7.90,1.27,Yes,No,17199510.82
HP-00261,Konyaalti,Apartment,140.3,5,2,9,2,7,Natural_Gas,Semi_Furnished,1,1,No,Nature,2.77,0.30,No,No,8279392.77
HP-00262,Sisli,Apartment,116.4,3,1,43,4,16,Central,Semi_Furnished,1,1,Yes,City,7.10,3.39,Yes,No,6527445.78
HP-00263,Konyaalti,Apartment,132.4,4,2,4,5,13,Natural_Gas,Unfurnished,2,1,Yes,City,2.57,1.09,Yes,Yes,8575260.84
HP-00264,Cankaya,Apartment,108.4,4,1,6,11,15,Heat_Pump,Furnished,1,1,No,Street,3.03,0.53,Yes,Yes,5178326.01
HP-00265,Konyaalti,Townhouse,258.2,8,4,41,14,18,Electric,Semi_Furnished,0,0,Yes,Sea,4.44,0.54,No,Yes,13985821.48
HP-00266,Nilufer,Residence,109.2,3,1,3,20,30,Central,Furnished,0,2,Yes,Street,5.83,0.56,No,Yes,5877313.96
HP-00267,Kadikoy,Detached,228.9,7,3,0,0,9,Coal,Semi_Furnished,3,1,No,Nature,4.25,0.55,Yes,No,24073595.80
HP-00268,Besiktas,Residence,83.3,2,1,2,17,30,Heat_Pump,Furnished,0,2,No,Sea,5.14,1.25,Yes,No,12545854.52
HP-00269,Uskudar,Apartment,170.0,5,2,13,20,31,Heat_Pump,Furnished,2,3,No,Park,6.41,0.83,Yes,Yes,13435925.98
HP-00270,Besiktas,Apartment,,2,1,12,9,17,Natural_Gas,Unfurnished,1,1,No,City,4.65,0.93,No,No,5451180.25
HP-00271,Nilufer,Apartment,72.5,2,1,3,16,21,Central,Unfurnished,0,2,No,City,4.67,0.97,Yes,No,2719888.41
HP-00272,Cankaya,Apartment,118.6,3,1,36,8,16,Natural_Gas,Unfurnished,1,1,Yes,Street,3.50,0.88,Yes,Yes,5191859.05
HP-00273,Kadikoy,Apartment,99.2,3,1,1,14,16,Central,Unfurnished,1,1,Yes,Street,3.88,1.59,Yes,No,8186131.65
HP-00274,Uskudar,Apartment,115.8,4,1,9,28,40,Central,Unfurnished,0,1,No,Street,1.76,1.52,Yes,No,7239057.72
HP-00275,Karsiyaka,Residence,155.7,5,2,22,1,5,Electric,Furnished,1,1,Yes,Street,7.79,0.91,Yes,Yes,7322082.99
HP-00276,Cankaya,Townhouse,96.5,3,1,19,26,34,Natural_Gas,Furnished,1,0,No,Nature,7.11,0.76,No,Yes,4684890.04
HP-00277,Sisli,Detached,173.8,4,1,26,0,4,Natural_Gas,Furnished,1,1,No,Sea,1.53,2.30,Yes,Yes,16446294.56
HP-00278,Konyaalti,Apartment,113.1,3,1,3,20,28,Heat_Pump,Unfurnished,1,1,Yes,Park,10.15,1.70,No,Yes,7640232.75
HP-00279,Sisli,Villa,150.4,5,2,17,0,7,Central,Semi_Furnished,1,1,No,Street,2.30,1.14,Yes,No,11814506.24
HP-00280,Beylikduzu,Apartment,111.4,3,1,6,20,31,Central,Unfurnished,1,0,Yes,Nature,17.90,0.91,Yes,Yes,4830669.62
HP-00281,Sisli,Apartment,103.1,3,1,23,25,27,Central,Unfurnished,1,2,Yes,Sea,3.92,1.28,Yes,Yes,9220622.29
HP-00282,Nilufer,Residence,151.3,4,2,0,,26,Natural_Gas,Semi_Furnished,0,2,No,Nature,9.92,,Yes,No,7494725.52
HP-00283,Karsiyaka,Apartment,86.7,3,1,18,25,33,Coal,Furnished,1,0,Yes,Nature,2.70,3.15,Yes,Yes,4559628.97
HP-00284,Nilufer,Apartment,137.0,4,2,13,8,18,Central,Unfurnished,1,2,Yes,Park,2.43,1.49,No,No,6400170.80
HP-00285,Kadikoy,Apartment,126.8,4,2,13,16,23,Natural_Gas,Semi_Furnished,1,1,Yes,Sea,9.88,0.73,No,No,11846770.78
HP-00286,Besiktas,Detached,206.8,6,2,16,0,9,Natural_Gas,Unfurnished,1,2,No,Park,,2.00,Yes,No,20890222.68
HP-00287,Nilufer,Townhouse,,6,2,5,12,19,Natural_Gas,Semi_Furnished,1,1,No,Nature,9.10,1.88,Yes,No,8429754.23
HP-00288,Kadikoy,Residence,38.7,1,1,24,17,23,Natural_Gas,Semi_Furnished,1,4,No,Street,1.28,0.46,Yes,Yes,3283181.24
HP-00289,Uskudar,Apartment,126.1,4,1,47,2,14,Central,Semi_Furnished,1,2,Yes,Street,1.58,1.55,Yes,No,6268636.45
HP-00290,Nilufer,Apartment,136.9,4,2,7,24,29,Natural_Gas,Unfurnished,1,1,No,Street,6.32,1.00,Yes,No,5212066.82
HP-00291,Uskudar,Detached,122.4,4,1,10,0,7,Natural_Gas,Furnished,1,1,Yes,Street,2.46,1.70,Yes,No,9749739.50
HP-00292,Beylikduzu,Apartment,68.1,2,1,12,13,18,Central,Semi_Furnished,1,0,Yes,City,4.63,0.86,No,Yes,2627917.93
HP-00293,Cankaya,Apartment,710.3,12,5,13,16,25,Central,Unfurnished,0,1,No,Nature,2.90,0.27,Yes,No,35014511.06
HP-00294,Karsiyaka,Apartment,153.4,5,2,10,7,10,Natural_Gas,Unfurnished,1,2,Yes,Street,7.81,1.38,No,Yes,7159651.94
HP-00295,Besiktas,Residence,140.2,4,1,15,2,13,Central,Furnished,2,3,No,City,3.74,0.62,No,Yes,16816036.26
HP-00296,Sisli,Apartment,85.9,3,1,17,7,13,Natural_Gas,Furnished,2,1,No,City,8.33,0.31,Yes,No,6433504.58
HP-00297,Beylikduzu,Apartment,216.6,7,3,23,13,24,Natural_Gas,Unfurnished,0,1,Yes,Street,1.53,1.24,Yes,Yes,7027022.52
HP-00298,Atasehir,Apartment,116.4,3,1,5,25,35,Natural_Gas,Unfurnished,1,1,Yes,Street,8.44,2.97,Yes,No,7220032.35
HP-00299,Kadikoy,Apartment,176.8,5,2,13,1,13,Natural_Gas,Unfurnished,1,1,No,Street,8.32,0.77,No,Yes,13151876.34
HP-00300,Konyaalti,Apartment,105.0,3,1,1,12,25,Central,Unfurnished,1,2,Yes,City,6.09,1.86,Yes,No,6513455.61
HP-00301,Nilufer,Apartment,106.5,3,1,2,3,9,Natural_Gas,Unfurnished,1,0,No,Street,11.51,0.26,Yes,No,4399033.03
HP-00302,Uskudar,Apartment,50.2,2,1,6,11,24,Natural_Gas,Unfurnished,1,1,Yes,City,5.77,0.38,Yes,Yes,3671386.02
HP-00303,Kadikoy,Detached,142.7,4,1,2,0,5,Natural_Gas,Unfurnished,1,1,Yes,City,6.84,1.14,No,Yes,13923063.53
HP-00304,Besiktas,Apartment,631.4,12,5,6,0,2,Natural_Gas,Semi_Furnished,1,1,No,Park,2.18,1.79,Yes,No,71281976.39
HP-00305,Kadikoy,Apartment,35.0,1,1,2,5,9,Natural_Gas,Semi_Furnished,1,0,Yes,City,,1.76,Yes,No,2996030.13
HP-00306,Uskudar,Residence,220.0,7,2,19,11,13,Heat_Pump,Semi_Furnished,1,2,Yes,Sea,18.60,1.34,Yes,Yes,17686480.00
HP-00307,Kadikoy,Apartment,194.4,5,2,28,18,28,Central,Unfurnished,1,2,No,Street,1.83,1.99,No,Yes,12450558.93
HP-00308,Cankaya,Apartment,173.1,4,2,0,13,26,Central,Semi_Furnished,0,1,No,City,7.65,0.78,Yes,No,9384944.29
HP-00309,Atasehir,Apartment,90.4,3,1,11,6,12,Natural_Gas,Unfurnished,1,1,No,Street,6.93,1.06,Yes,No,5217048.40
HP-00310,Beylikduzu,Residence,152.4,4,2,18,22,33,Heat_Pump,Semi_Furnished,2,1,No,Sea,5.39,1.07,Yes,No,8056038.11
HP-00311,Kadikoy,Apartment,204.2,7,2,44,16,28,Central,Semi_Furnished,1,1,No,Street,7.14,2.30,No,No,10644283.61
HP-00312,Atasehir,Apartment,123.9,3,1,8,21,23,Electric,Semi_Furnished,1,1,Yes,City,2.19,0.57,No,No,8464681.80
HP-00313,Beylikduzu,Residence,138.1,4,2,19,5,8,Natural_Gas,Semi_Furnished,2,0,Yes,Park,5.61,2.40,Yes,No,5460889.80
HP-00314,Cankaya,Townhouse,260.1,8,2,7,27,29,Coal,Unfurnished,1,1,No,Park,10.96,0.99,Yes,No,14386394.22
HP-00315,Beylikduzu,Residence,99.4,3,1,8,23,32,Coal,Unfurnished,1,2,Yes,Street,2.03,0.18,Yes,Yes,4204024.06
HP-00316,Karsiyaka,Apartment,133.6,3,1,2,18,26,Electric,Unfurnished,1,1,Yes,City,6.13,1.70,Yes,No,31361175.16
HP-00317,Konyaalti,Apartment,188.7,6,2,4,11,19,Natural_Gas,Semi_Furnished,2,1,No,City,2.70,0.08,Yes,Yes,12533584.09
HP-00318,Cankaya,Apartment,128.9,3,1,24,7,10,Heat_Pump,Semi_Furnished,2,1,Yes,Street,7.39,1.27,Yes,No,5873786.06
HP-00319,Uskudar,Apartment,139.1,3,1,36,0,12,Heat_Pump,Unfurnished,0,1,No,City,13.96,1.37,Yes,Yes,6010963.67
HP-00320,Karsiyaka,Residence,134.6,3,1,10,0,2,Natural_Gas,Unfurnished,1,2,No,Street,2.13,1.14,Yes,Yes,8967291.63
HP-00321,Besiktas,Apartment,134.7,3,1,23,22,26,Central,Semi_Furnished,0,,Yes,Street,12.93,0.05,Yes,Yes,11903695.37
HP-00322,Sisli,Apartment,74.3,2,1,8,21,29,Natural_Gas,Furnished,0,1,Yes,City,5.82,0.62,No,No,5128026.98
HP-00323,Beylikduzu,Detached,111.9,3,1,1,0,7,Natural_Gas,Semi_Furnished,2,1,Yes,Street,9.84,0.99,Yes,No,4642563.65
HP-00324,Besiktas,Apartment,108.3,3,1,34,21,26,Heat_Pump,Unfurnished,0,2,No,City,1.97,0.62,No,Yes,7816081.91
HP-00325,Karsiyaka,Apartment,176.0,5,2,4,6,11,Natural_Gas,Semi_Furnished,1,1,No,City,4.60,0.41,Yes,Yes,9635366.47
HP-00326,Uskudar,Apartment,111.5,3,1,22,24,31,Natural_Gas,Unfurnished,1,1,Yes,City,2.24,0.98,Yes,No,6827401.87
HP-00327,Besiktas,Apartment,35.0,1,1,20,14,16,Natural_Gas,Semi_Furnished,1,1,Yes,Street,2.33,0.78,No,No,2858078.15
HP-00328,Cankaya,Residence,49.5,2,1,21,3,12,Natural_Gas,Furnished,1,1,No,Street,5.97,1.03,Yes,No,2255440.22
HP-00329,Kadikoy,Detached,113.7,3,1,14,0,13,Central,Semi_Furnished,1,1,Yes,Park,4.43,1.36,Yes,Yes,8463904.10
HP-00330,Uskudar,Detached,124.1,3,,27,0,3,Central,Unfurnished,1,3,No,Street,5.91,0.67,Yes,No,25341851.97
HP-00331,Konyaalti,Villa,231.5,6,3,1,0,6,Electric,Unfurnished,2,2,No,Sea,2.14,0.66,Yes,No,33081756.94
HP-00332,Sisli,Apartment,90.5,3,1,12,11,13,Natural_Gas,Semi_Furnished,1,1,No,City,7.90,,Yes,Yes,6736089.23
HP-00333,Uskudar,Apartment,178.9,6,2,3,13,17,Natural_Gas,Unfurnished,2,1,No,City,2.94,1.39,Yes,Yes,15853611.06
HP-00334,Sisli,Residence,73.4,2,1,1,2,14,Central,Furnished,2,2,No,City,4.60,0.42,No,No,6234820.33
HP-00335,Uskudar,Apartment,121.2,3,1,48,3,13,Natural_Gas,Unfurnished,1,1,Yes,Park,4.27,1.32,Yes,Yes,7684813.72
HP-00336,Nilufer,Apartment,249.3,7,3,33,14,27,Central,Furnished,1,3,Yes,Street,5.81,0.86,Yes,No,8756518.86
HP-00337,Besiktas,Apartment,148.9,4,1,37,24,26,Natural_Gas,Furnished,0,1,Yes,Sea,4.19,1.70,Yes,Yes,14328611.27
HP-00338,Besiktas,Apartment,63.1,2,1,8,3,5,Natural_Gas,Semi_Furnished,1,1,Yes,Sea,7.77,2.10,No,Yes,7972854.44
HP-00339,Besiktas,Apartment,137.5,3,1,11,4,7,Heat_Pump,Semi_Furnished,0,1,Yes,Park,2.88,0.60,Yes,Yes,14775856.12
HP-00340,Konyaalti,Townhouse,190.0,6,2,4,10,19,Heat_Pump,Unfurnished,1,2,Yes,Street,1.58,0.44,No,No,13323395.27
HP-00341,Konyaalti,Detached,230.2,6,2,25,0,2,Central,Unfurnished,1,2,Yes,City,8.55,1.89,Yes,Yes,11130677.86
HP-00342,Atasehir,Townhouse,220.6,7,3,14,4,17,Natural_Gas,Unfurnished,0,0,No,Park,2.19,,Yes,Yes,15540835.86
HP-00343,Cankaya,Residence,171.1,6,2,6,27,36,Central,Unfurnished,0,0,No,Sea,7.08,1.20,No,Yes,10597357.37
HP-00344,Karsiyaka,Apartment,127.8,3,1,6,14,19,Heat_Pump,Unfurnished,1,2,No,Nature,7.68,1.46,Yes,Yes,5916312.13
HP-00345,Konyaalti,Apartment,35.0,1,1,3,21,28,Central,Unfurnished,1,2,Yes,Nature,6.06,1.70,No,Yes,1946488.54
HP-00346,Atasehir,Detached,241.9,8,3,3,0,10,Central,Furnished,2,4,No,Park,7.12,0.63,No,No,21332639.64
HP-00347,Cankaya,Detached,88.2,3,1,,0,5,Natural_Gas,Unfurnished,1,2,No,Street,5.04,0.78,Yes,No,4747070.30
HP-00348,Konyaalti,Apartment,,5,2,2,15,23,Natural_Gas,Semi_Furnished,1,1,No,Street,5.61,0.74,No,Yes,8461615.29
HP-00349,Besiktas,Residence,138.3,4,1,75,21,27,Natural_Gas,Unfurnished,2,1,Yes,Street,3.03,0.99,No,Yes,8868873.49
HP-00350,Kadikoy,Apartment,200.7,6,3,32,16,29,Central,Unfurnished,1,1,No,City,18.29,0.39,Yes,Yes,11220310.24
HP-00351,Karsiyaka,Residence,133.1,4,1,31,11,17,Central,Unfurnished,2,1,No,City,11.84,2.59,Yes,No,7221999.71
HP-00352,Besiktas,Apartment,68.0,2,1,1,3,15,Central,Semi_Furnished,2,1,Yes,Street,5.37,0.47,No,No,6596607.28
HP-00353,Sisli,Townhouse,171.8,5,2,26,1,8,Natural_Gas,Unfurnished,1,0,No,City,19.42,1.44,No,No,11141724.44
HP-00354,Konyaalti,Apartment,120.3,4,1,34,5,15,Natural_Gas,Semi_Furnished,2,1,No,City,1.45,0.60,Yes,Yes,5429476.04
HP-00355,Besiktas,Apartment,142.6,4,2,10,25,35,Heat_Pump,Unfurnished,1,2,No,Nature,2.17,0.25,Yes,Yes,15701473.92
HP-00356,Karsiyaka,Apartment,141.6,3,1,5,3,5,Central,Unfurnished,0,1,Yes,Park,5.65,1.01,Yes,Yes,7809783.59
HP-00357,Beylikduzu,Detached,249.3,8,4,9,0,4,Natural_Gas,Furnished,0,3,Yes,Sea,5.73,0.65,No,Yes,15760806.71
HP-00358,Cankaya,Apartment,99.0,3,1,3,26,28,Electric,Furnished,1,0,No,Street,,1.00,Yes,Yes,5228693.21
HP-00359,Beylikduzu,Apartment,195.8,5,2,2,8,15,Natural_Gas,Furnished,1,2,No,Nature,8.58,0.36,Yes,Yes,9610676.63
HP-00360,Cankaya,Residence,144.1,4,1,0,0,6,Natural_Gas,Semi_Furnished,1,3,Yes,Street,5.08,0.79,Yes,Yes,11279006.30
HP-00361,Karsiyaka,Villa,144.3,4,2,1,0,3,Natural_Gas,Furnished,2,1,No,Street,4.89,0.67,No,No,12938716.59
HP-00362,Konyaalti,Detached,151.9,4,,10,0,4,Central,Semi_Furnished,0,1,No,Nature,3.17,0.49,Yes,No,10491810.37
HP-00363,Kadikoy,Detached,262.9,8,3,0,0,8,Electric,Furnished,1,1,No,City,9.53,1.13,Yes,Yes,24649809.51
HP-00364,Kadikoy,Apartment,134.7,4,2,20,18,21,Natural_Gas,Unfurnished,0,1,Yes,Street,2.57,1.02,Yes,Yes,9568500.00
HP-00365,Konyaalti,Apartment,163.5,5,2,3,10,19,Central,Semi_Furnished,2,0,Yes,Park,7.01,1.09,Yes,Yes,9419858.89
HP-00366,Besiktas,Residence,114.8,3,,5,8,21,Natural_Gas,Unfurnished,0,2,No,Street,2.08,1.04,Yes,No,12354818.54
HP-00367,Kadikoy,Apartment,176.3,5,2,29,26,29,Natural_Gas,Unfurnished,0,0,No,Sea,1.38,1.38,Yes,Yes,16878904.56
HP-00368,Sisli,Detached,178.9,4,2,30,0,10,Central,Furnished,1,1,No,City,0.60,1.10,No,No,11794908.37
HP-00369,Beylikduzu,Townhouse,235.8,6,3,4,6,17,Natural_Gas,Unfurnished,2,0,No,Street,1.53,1.84,Yes,No,8908977.59
