customer_id,age,annual_income,debt_to_income,credit_score,employment_years,loan_amount,loan_term_months,late_payments_24m,credit_utilization,region,employment_type,education_level,home_ownership,loan_purpose,device_type,application_hour,default_risk
CUST-00193,36,31994,0.422,651,8.1,34204,36,1,0.218,Marmara,Serbest,Yuksek Lisans,Ipotekli,Konut,Android,10,1
CUST-00194,18,70915,0.423,631,0.0,41060,36,4,0.613,Ic Anadolu,Issiz,Yuksek Lisans,Aile Yaninda,Tasit,Android,22,1
CUST-00195,42,84224,0.532,642,4.6,30543,36,,0.693,Dogu Anadolu,Sozlesmeli,Lisans,Ev Sahibi,Saglik,Web,8,0
CUST-00196,37,114626,0.148,629,11.3,37294,24,0,0.023,Ic Anadolu,Maasli,Lisans,Kiraci,Borc Birlestirme,iOS,13,0
CUST-00197,18,47299,0.115,656,1.1,14455,36,2,0.000,Marmara,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Web,2,0
CUST-00198,46,55025,0.435,649,21.9,28110,60,3,0.459,Akdeniz,Maasli,Lise,Ev Sahibi,Borc Birlestirme,Web,8,0
CUST-00199,24,57642,0.533,584,0.6,32030,24,1,0.590,Guneydogu Anadolu,Serbest,Yuksek Lisans,,Tasit,iOS,2,0
CUST-00200,27,42259,0.194,695,0.0,15050,36,4,0.547,Ic Anadolu,Issiz,Lisans,Ev Sahibi,Ihtiyac,iOS,12,0
CUST-00201,41,43803,0.273,630,7.0,10256,36,0,0.000,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,16,0
CUST-00202,18,19047,0.322,605,0.0,5000,36,3,0.261,Ic Anadolu,Maasli,Onlisans,Ipotekli,Ihtiyac,Android,0,0
CUST-00203,28,48805,0.304,668,7.8,25039,36,2,0.052,Marmara,Maasli,Lisans,Ipotekli,Ihtiyac,Android,2,0
CUST-00204,39,55074,0.146,681,12.2,33114,12,1,0.000,Marmara,Serbest,Lise,Aile Yaninda,Is Kurma,Android,0,0
CUST-00205,53,33182,0.277,,23.4,19477,36,1,0.153,Marmara,Serbest,Lise,Kiraci,Is Kurma,iOS,1,0
CUST-00206,56,68646,0.190,670,18.3,9583,84,1,0.358,Guneydogu Anadolu,Serbest,Yuksek Lisans,Kiraci,Is Kurma,iOS,8,0
CUST-00207,39,51310,0.126,631,3.5,22831,48,1,0.309,Akdeniz,Maasli,Lisans,,Ihtiyac,iOS,1,0
CUST-00208,20,90325,0.498,662,0.9,38688,36,2,0.584,Ege,Serbest,Yuksek Lisans,Ev Sahibi,Ihtiyac,Android,23,0
CUST-00209,41,37107,0.278,,12.0,5926,12,,0.460,Ege,Sozlesmeli,Yuksek Lisans,Kiraci,Borc Birlestirme,iOS,22,0
CUST-00210,32,45573,0.122,635,8.2,23779,60,3,0.193,Ic Anadolu,Sozlesmeli,Lisans,Ev Sahibi,Borc Birlestirme,iOS,4,1
CUST-00211,56,163295,0.272,696,19.9,29436,12,3,0.065,Akdeniz,Serbest,Yuksek Lisans,Ev Sahibi,Ihtiyac,Android,15,0
CUST-00212,18,32697,0.290,694,0.0,18475,60,1,0.337,Dogu Anadolu,Maasli,Lise,Ev Sahibi,Konut,iOS,13,0
CUST-00213,43,86307,0.323,617,12.6,50444,48,1,0.290,Ic Anadolu,Serbest,Lisans,Ipotekli,Saglik,Web,15,0
CUST-00214,37,55871,0.251,725,18.3,30472,120,1,0.042,Guneydogu Anadolu,Maasli,Lisans,Ipotekli,Ihtiyac,Web,3,0
CUST-00215,20,186787,0.100,665,0.0,61909,48,1,0.082,Marmara,Maasli,Yuksek Lisans,Kiraci,Tasit,Android,17,0
CUST-00216,54,79337,0.216,687,20.6,43392,12,4,1.016,Karadeniz,Sozlesmeli,Yuksek Lisans,Kiraci,Is Kurma,iOS,6,0
CUST-00217,48,75488,0.477,661,7.8,11632,36,2,0.379,Ic Anadolu,Emekli,Lise,Ev Sahibi,Borc Birlestirme,iOS,4,1
CUST-00218,24,35845,0.221,701,1.8,20106,36,0,0.356,Akdeniz,Serbest,Onlisans,Ipotekli,Borc Birlestirme,Web,23,0
CUST-00219,45,56313,0.261,605,6.6,14169,84,1,0.234,Ege,Serbest,Lisans,Ev Sahibi,Tasit,Android,22,0
CUST-00220,45,64879,0.224,637,23.0,15532,84,3,0.353,Guneydogu Anadolu,Maasli,Yuksek Lisans,Kiraci,Saglik,iOS,16,0
CUST-00221,18,90492,0.346,615,0.0,52665,36,0,0.626,Marmara,Sozlesmeli,Yuksek Lisans,Kiraci,Ihtiyac,iOS,9,0
CUST-00222,21,19675,0.236,676,0.0,8645,12,4,0.660,Marmara,Sozlesmeli,Onlisans,Ipotekli,Tasit,Android,15,0
CUST-00223,41,48447,0.047,685,19.6,30739,60,0,0.248,Ege,Maasli,Onlisans,Kiraci,Ihtiyac,Android,15,0
CUST-00224,42,76562,0.156,664,23.4,30288,24,1,0.244,Ege,Maasli,Lisans,Ev Sahibi,Tasit,Android,15,0
CUST-00225,30,56133,0.469,687,1.6,13595,36,3,0.206,Marmara,Emekli,Lisans,Ipotekli,Ihtiyac,Web,14,0
CUST-00226,39,44983,0.175,663,11.9,27556,60,19,2.418,Ic Anadolu,Serbest,Lisans,Ipotekli,Tasit,Web,8,1
CUST-00227,35,34628,0.245,651,2.9,20421,36,1,0.651,Marmara,Maasli,Lise,Kiraci,Ihtiyac,Android,16,0
CUST-00228,29,32846,0.302,651,3.3,15675,12,1,,Ege,Maasli,Lisans,Ev Sahibi,Konut,iOS,10,0
CUST-00229,32,38299,0.277,684,8.4,5224,36,3,0.416,Ic Anadolu,Serbest,Lise,Ev Sahibi,Borc Birlestirme,Android,20,0
CUST-00230,53,89248,0.453,684,6.2,33080,24,2,0.436,Marmara,Sozlesmeli,Lise,Kiraci,Ihtiyac,Web,9,0
CUST-00231,59,51838,0.145,692,33.4,38807,24,2,0.276,Guneydogu Anadolu,Maasli,Lise,Kiraci,Konut,iOS,15,0
CUST-00232,39,44477,0.317,691,14.7,17461,84,0,,Guneydogu Anadolu,Serbest,Onlisans,Aile Yaninda,Is Kurma,iOS,23,0
CUST-00233,33,41860,0.154,669,7.9,15595,36,2,,Ege,Serbest,Onlisans,Kiraci,Saglik,Android,5,0
CUST-00234,20,73826,0.280,608,0.0,32211,24,4,0.000,Marmara,Maasli,Lisans,Kiraci,Borc Birlestirme,iOS,2,0
CUST-00235,50,65398,0.153,704,24.5,30557,12,0,0.040,Akdeniz,Maasli,Onlisans,Ev Sahibi,Saglik,Android,4,0
CUST-00236,54,96569,0.353,,28.1,37063,24,3,0.501,Akdeniz,Maasli,Yuksek Lisans,Kiraci,Konut,Android,7,0
CUST-00237,36,51015,0.407,585,6.5,20088,24,2,0.204,Dogu Anadolu,Serbest,Lisans,Kiraci,Ihtiyac,Android,0,0
CUST-00238,31,51432,0.370,699,2.3,20125,36,1,0.292,Marmara,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,12,0
CUST-00239,53,76703,0.340,690,24.1,40604,48,2,0.190,Karadeniz,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,20,0
CUST-00240,19,151308,0.510,642,4.2,62820,60,3,0.196,Karadeniz,Maasli,Yuksek Lisans,Kiraci,Ihtiyac,iOS,9,0
CUST-00241,54,79440,0.523,693,26.2,26347,12,2,0.353,Marmara,Maasli,Doktora,Ipotekli,Is Kurma,Android,19,0
CUST-00242,43,43907,0.238,757,9.2,10146,60,3,0.404,Ege,Emekli,Lise,Kiraci,Borc Birlestirme,iOS,1,0
CUST-00243,65,56983,0.240,681,19.5,25703,48,0,0.170,Marmara,Serbest,Yuksek Lisans,Ipotekli,Ihtiyac,iOS,21,0
CUST-00244,22,29627,0.429,671,2.6,15201,48,3,0.607,Guneydogu Anadolu,Maasli,Onlisans,,Ihtiyac,Android,13,0
CUST-00245,32,67370,0.370,680,5.3,11009,24,2,0.265,Akdeniz,Maasli,Lisans,Aile Yaninda,Borc Birlestirme,Web,2,0
CUST-00246,32,46529,0.116,612,7.4,26838,24,2,0.027,Marmara,Maasli,Onlisans,Kiraci,Borc Birlestirme,Android,11,0
CUST-00247,36,45937,0.194,593,5.7,23996,12,1,0.460,Ic Anadolu,Maasli,Lisans,Kiraci,Borc Birlestirme,Android,10,0
CUST-00248,37,84375,0.467,675,7.2,41519,60,3,0.592,Ic Anadolu,Emekli,Lisans,Kiraci,Tasit,Web,10,0
CUST-00249,40,51765,0.167,691,12.8,12004,60,4,0.070,Akdeniz,Maasli,Lisans,Ev Sahibi,Tasit,Web,3,0
CUST-00250,18,89605,0.594,567,0.4,53335,60,4,0.640,Guneydogu Anadolu,Serbest,Yuksek Lisans,Ipotekli,Ihtiyac,Web,19,0
CUST-00251,62,103991,0.160,722,3.3,37321,84,1,0.009,Dogu Anadolu,Maasli,Lisans,Kiraci,Ihtiyac,iOS,11,0
CUST-00252,53,92685,0.247,669,16.7,44649,36,3,0.437,Marmara,Serbest,Yuksek Lisans,Ipotekli,Borc Birlestirme,Android,1,0
CUST-00253,34,72281,0.206,611,0.3,14857,24,3,0.395,Ic Anadolu,Maasli,Lise,Kiraci,Egitim,Android,2,0
CUST-00254,35,41198,0.619,646,17.6,24664,60,4,0.481,Akdeniz,Sozlesmeli,Lise,Ipotekli,Ihtiyac,Android,12,0
CUST-00255,42,44767,0.401,637,18.2,20680,48,0,0.550,Ic Anadolu,Maasli,Onlisans,Kiraci,Borc Birlestirme,iOS,19,0
CUST-00256,52,92102,0.549,615,18.7,18165,48,,0.498,Dogu Anadolu,Serbest,Lisans,Ev Sahibi,Tasit,Android,17,0
CUST-00257,51,90465,0.084,656,24.5,127070,12,0,0.154,Marmara,Maasli,Yuksek Lisans,Ev Sahibi,Konut,iOS,22,0
CUST-00258,31,32784,0.109,626,0.0,15906,36,1,0.553,Akdeniz,Maasli,Onlisans,Ev Sahibi,Ihtiyac,Android,5,0
CUST-00259,47,73304,0.614,664,0.0,30835,120,6,0.901,Dogu Anadolu,Issiz,Onlisans,Kiraci,Tasit,Web,17,0
CUST-00260,41,23999,0.525,644,16.4,17248,60,2,0.311,Akdeniz,Serbest,Lisans,Kiraci,Konut,iOS,14,0
CUST-00261,27,41517,0.319,682,,5545,24,0,0.497,Akdeniz,Maasli,Onlisans,Ev Sahibi,Is Kurma,iOS,3,0
CUST-00262,46,107805,0.255,652,26.0,38541,24,3,0.650,Marmara,Maasli,Lisans,Kiraci,Egitim,Android,6,1
CUST-00263,53,103609,0.458,642,16.8,39063,24,0,0.429,Marmara,Serbest,Yuksek Lisans,Kiraci,Is Kurma,Android,3,0
CUST-00264,32,20735,0.364,626,15.4,5854,48,0,0.191,Marmara,Maasli,Lise,Ipotekli,Is Kurma,Web,1,0
CUST-00265,42,61216,0.136,703,12.4,9635,120,0,0.577,Karadeniz,Maasli,Lise,Ev Sahibi,Borc Birlestirme,Android,6,0
CUST-00266,18,59304,0.035,611,0.9,25751,120,4,0.328,Marmara,Maasli,Lisans,Kiraci,Borc Birlestirme,iOS,4,0
CUST-00267,23,43510,0.331,629,2.9,8702,12,2,0.324,Guneydogu Anadolu,Maasli,Lise,Kiraci,Saglik,Web,21,0
CUST-00268,34,24895,0.542,644,4.8,5387,60,4,0.466,Marmara,Sozlesmeli,Lise,Kiraci,Ihtiyac,Web,18,1
CUST-00269,41,96874,0.407,702,21.4,24374,12,2,0.452,Karadeniz,Maasli,Onlisans,Ipotekli,Borc Birlestirme,Android,4,0
CUST-00270,47,53279,0.438,639,0.0,12260,24,2,0.497,Marmara,Issiz,Onlisans,Kiraci,Ihtiyac,Web,22,0
CUST-00271,37,62046,0.305,616,5.3,22306,60,1,0.603,Marmara,Maasli,Onlisans,Kiraci,Ihtiyac,Android,7,0
CUST-00272,35,94923,0.319,603,0.0,35644,24,4,0.659,Akdeniz,Issiz,Lisans,Ipotekli,Ihtiyac,Android,3,0
CUST-00273,42,29124,0.379,685,,7514,24,3,0.756,Marmara,Maasli,Lisans,Kiraci,Saglik,Android,8,0
CUST-00274,40,74612,0.162,687,18.0,18404,120,1,0.510,Ic Anadolu,Maasli,Onlisans,Ipotekli,Saglik,iOS,18,0
CUST-00275,34,43158,,629,2.7,27070,48,0,0.330,Marmara,Maasli,Lise,Ev Sahibi,Saglik,Web,15,0
CUST-00276,35,33890,0.393,681,,9587,36,1,0.294,Karadeniz,Maasli,Onlisans,Ev Sahibi,Ihtiyac,Android,20,0
CUST-00277,33,42492,0.176,665,3.3,15802,48,2,0.232,Karadeniz,Emekli,Lise,Ev Sahibi,Is Kurma,Android,2,0
CUST-00278,63,24155,0.349,644,9.8,12019,36,1,0.539,Guneydogu Anadolu,Maasli,Lise,Ev Sahibi,Borc Birlestirme,iOS,4,0
CUST-00279,30,32082,0.020,670,,11903,36,1,0.622,Marmara,Emekli,Lise,Kiraci,Egitim,Android,8,0
CUST-00280,46,33866,0.120,649,0.3,6976,12,1,0.516,Ege,Serbest,Lisans,Kiraci,Is Kurma,Android,15,0
CUST-00281,20,33484,0.255,657,0.9,12276,24,0,0.577,Akdeniz,Maasli,Lisans,Kiraci,Is Kurma,Android,10,0
CUST-00282,24,46187,0.379,624,0.0,15560,60,6,0.560,Marmara,Issiz,Lisans,Ipotekli,Saglik,Android,7,0
CUST-00283,48,33770,0.246,673,,10931,36,2,0.438,Marmara,Serbest,Lise,Ev Sahibi,Borc Birlestirme,Android,14,0
CUST-00284,28,56819,0.299,655,3.1,26289,36,2,0.291,Marmara,Serbest,Lisans,Ev Sahibi,Ihtiyac,iOS,4,0
CUST-00285,35,53949,0.147,605,10.8,11872,24,2,0.745,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,iOS,10,0
CUST-00286,22,51701,0.261,,6.5,22022,60,3,0.744,Ic Anadolu,Sozlesmeli,Lisans,Kiraci,Ihtiyac,Android,15,0
CUST-00287,25,50216,0.592,637,3.5,28203,12,2,0.507,Marmara,Sozlesmeli,Lisans,Kiraci,Borc Birlestirme,iOS,9,0
CUST-00288,30,120920,,613,10.2,44651,24,2,0.257,Ege,Serbest,Lisans,Ev Sahibi,Is Kurma,Web,17,0
CUST-00289,40,47509,0.473,617,0.0,17306,120,6,0.826,Guneydogu Anadolu,Issiz,Lisans,Aile Yaninda,Egitim,Web,1,1
CUST-00290,50,41336,0.346,677,17.0,12914,36,1,0.506,Karadeniz,Maasli,Lise,Kiraci,Ihtiyac,iOS,9,1
CUST-00291,42,58635,0.382,618,20.0,32571,84,1,0.565,Akdeniz,Maasli,Yuksek Lisans,Kiraci,Is Kurma,Android,23,0
CUST-00292,19,40460,0.236,668,0.0,10108,36,1,0.593,Ic Anadolu,Maasli,Yuksek Lisans,Ev Sahibi,Tasit,Web,10,0
CUST-00293,48,119031,0.197,642,14.2,72827,60,0,0.363,Marmara,Maasli,Lise,Ipotekli,Egitim,Android,16,0
CUST-00294,45,126404,0.486,650,8.2,60484,12,3,0.236,Akdeniz,Maasli,Lisans,Ev Sahibi,Ihtiyac,iOS,10,0
CUST-00295,51,137282,0.291,729,12.2,30307,48,2,0.642,Karadeniz,Serbest,Onlisans,Ev Sahibi,Egitim,Android,20,1
CUST-00296,32,37286,0.201,633,11.1,18237,24,0,0.547,Akdeniz,Maasli,Onlisans,Ev Sahibi,Borc Birlestirme,Android,18,0
CUST-00297,33,19363,0.334,680,9.4,9136,60,1,0.130,Marmara,Maasli,Onlisans,Kiraci,Borc Birlestirme,Android,21,1
CUST-00298,47,46706,0.379,624,24.4,16147,48,0,0.247,Marmara,Maasli,Lise,Ev Sahibi,Ihtiyac,Android,0,0
CUST-00299,21,66069,0.564,650,,42231,60,1,0.619,Marmara,Maasli,Yuksek Lisans,Kiraci,Egitim,Android,5,1
CUST-00300,65,34882,0.610,676,0.0,7746,60,7,0.803,Karadeniz,Issiz,Lise,Ipotekli,Ihtiyac,,3,1
CUST-00301,40,59984,0.481,630,2.1,29675,48,2,0.583,Guneydogu Anadolu,Maasli,Lise,Aile Yaninda,Egitim,Web,4,1
CUST-00302,44,55585,0.439,686,14.5,31495,48,1,0.101,Akdeniz,Maasli,Yuksek Lisans,Aile Yaninda,Tasit,Android,4,0
CUST-00303,58,54582,,672,24.9,24424,60,1,0.403,Marmara,Maasli,Onlisans,Ipotekli,Tasit,Android,6,0
CUST-00304,43,60925,0.347,650,11.4,25054,48,4,0.649,Guneydogu Anadolu,Emekli,Lisans,Kiraci,Ihtiyac,Android,13,1
CUST-00305,37,54335,0.178,639,3.3,9585,24,2,0.551,Akdeniz,Sozlesmeli,Lisans,Ipotekli,Tasit,Android,19,0
CUST-00306,53,53690,0.085,643,17.9,31628,24,2,0.413,Ic Anadolu,Serbest,Onlisans,Aile Yaninda,Ihtiyac,iOS,13,1
CUST-00307,45,54356,,621,10.7,28710,48,3,0.363,Marmara,Sozlesmeli,Yuksek Lisans,Kiraci,Tasit,Web,2,0
CUST-00308,33,48470,0.120,703,2.7,22948,60,1,0.431,Marmara,Maasli,Lisans,Ev Sahibi,Is Kurma,iOS,4,0
CUST-00309,52,36045,0.165,659,2.1,9219,36,0,0.301,Ege,Emekli,,Ev Sahibi,Borc Birlestirme,iOS,22,0
CUST-00310,21,60534,0.224,667,1.2,21192,84,1,0.614,Marmara,Maasli,Lisans,Ipotekli,Ihtiyac,iOS,21,0
CUST-00311,33,76774,0.583,706,6.1,79530,60,1,0.207,Akdeniz,Emekli,Lisans,Kiraci,Konut,iOS,17,0
CUST-00312,25,26491,0.352,639,0.0,15162,48,4,0.446,Marmara,Issiz,Onlisans,Kiraci,Borc Birlestirme,Android,20,1
CUST-00313,49,51293,0.532,622,15.3,8066,84,4,0.527,Marmara,Maasli,Yuksek Lisans,Kiraci,Tasit,Web,4,0
CUST-00314,40,68969,0.099,625,0.0,29709,36,7,0.627,Marmara,Issiz,Lisans,Ev Sahibi,Ihtiyac,Android,19,0
CUST-00315,45,62733,0.180,667,23.7,21964,84,0,0.569,Guneydogu Anadolu,Maasli,Lise,Ev Sahibi,Tasit,Web,1,0
CUST-00316,38,146129,0.450,602,0.0,47702,60,2,0.713,Ege,Issiz,Yuksek Lisans,Kiraci,Saglik,iOS,1,1
CUST-00317,37,47657,0.557,668,9.3,14545,60,1,0.201,Akdeniz,Maasli,Lisans,Ev Sahibi,Ihtiyac,Android,21,0
CUST-00318,48,50566,0.343,646,12.5,26952,36,0,0.617,Ic Anadolu,Maasli,Lise,Aile Yaninda,Ihtiyac,Android,13,0
CUST-00319,41,67276,0.440,657,6.9,74214,48,2,0.460,Ic Anadolu,Sozlesmeli,Lisans,Kiraci,Konut,Android,18,0
CUST-00320,51,59917,0.078,659,20.2,37261,60,1,0.014,Dogu Anadolu,Maasli,Yuksek Lisans,,Tasit,Web,7,0
CUST-00321,21,26147,0.258,675,0.9,13080,12,0,0.000,Marmara,Maasli,Yuksek Lisans,Ev Sahibi,Tasit,Android,23,0
CUST-00322,44,62036,0.050,663,5.2,22560,24,1,0.361,Marmara,Emekli,Lisans,Kiraci,Borc Birlestirme,Web,9,0
CUST-00323,29,60911,0.185,738,10.6,26811,60,2,0.549,Marmara,Emekli,Lisans,Ipotekli,Egitim,Web,12,0
CUST-00324,31,89883,0.163,603,0.0,18046,36,8,1.180,Ic Anadolu,Issiz,Lise,Kiraci,Borc Birlestirme,iOS,17,1
CUST-00325,40,63022,0.415,692,14.3,28003,24,1,0.309,Ege,Maasli,Lise,Ipotekli,Is Kurma,iOS,8,0
CUST-00326,60,59476,0.066,671,22.8,11867,24,1,0.000,Karadeniz,Maasli,Lise,Kiraci,Borc Birlestirme,iOS,15,0
CUST-00327,37,24854,,659,4.0,7287,36,1,0.387,Ege,Maasli,Lise,Kiraci,Saglik,Web,20,0
CUST-00328,39,119490,0.173,662,12.5,30215,48,1,0.595,Ege,Maasli,Yuksek Lisans,Kiraci,Egitim,Android,3,0
CUST-00329,36,40361,0.293,585,0.0,21499,48,6,0.700,Guneydogu Anadolu,Issiz,Onlisans,Ipotekli,Ihtiyac,Web,15,1
CUST-00330,29,73444,0.215,653,,34495,120,3,0.453,Marmara,Sozlesmeli,Onlisans,Kiraci,Saglik,Android,13,0
CUST-00331,52,75317,0.221,633,3.2,41294,48,0,0.282,Ege,Serbest,Lise,Kiraci,Tasit,Web,21,0
CUST-00332,51,149471,0.542,645,0.0,87369,120,2,0.573,Ege,Maasli,Yuksek Lisans,Ipotekli,Ihtiyac,iOS,2,0
CUST-00333,39,65706,0.163,715,5.1,27326,48,1,0.365,Karadeniz,Maasli,Yuksek Lisans,Ev Sahibi,Borc Birlestirme,Android,3,0
CUST-00334,52,39286,0.401,682,13.8,20577,60,0,0.000,Guneydogu Anadolu,Maasli,Onlisans,Ev Sahibi,Borc Birlestirme,Android,13,0
CUST-00335,30,32786,0.334,655,2.1,11428,120,,0.209,Ege,Maasli,Onlisans,Kiraci,Ihtiyac,Android,1,0
CUST-00336,45,38870,0.324,778,14.0,45942,36,1,0.284,Akdeniz,Maasli,Onlisans,Kiraci,Konut,Android,0,1
CUST-00337,27,53860,0.397,643,7.6,15270,120,4,0.183,Ic Anadolu,Maasli,Lisans,Kiraci,Egitim,iOS,17,0
CUST-00338,26,62131,0.237,681,0.0,10320,36,6,0.791,Marmara,Issiz,Lise,Kiraci,Tasit,Android,14,0
CUST-00339,18,,0.613,624,0.0,22245,24,0,0.349,Marmara,Maasli,Yuksek Lisans,Ipotekli,Tasit,Android,15,0
CUST-00340,54,40848,0.207,652,24.9,13287,60,5,0.283,Marmara,Maasli,Lisans,Kiraci,Tasit,Android,3,0
CUST-00341,30,111822,0.269,671,2.7,88699,60,0,0.607,Ic Anadolu,Maasli,Doktora,Kiraci,Konut,Android,10,0
CUST-00342,49,84579,0.169,658,4.9,11482,48,,0.350,Marmara,Maasli,Yuksek Lisans,Kiraci,Tasit,,2,0
CUST-00343,18,35458,0.136,592,3.5,18111,84,1,0.746,Dogu Anadolu,,Lise,Ipotekli,Egitim,iOS,14,0
CUST-00344,56,30834,0.215,653,23.8,5239,36,3,0.601,Akdeniz,Maasli,Onlisans,Ev Sahibi,Borc Birlestirme,iOS,18,1
CUST-00345,21,46626,0.529,660,6.1,7305,36,0,0.334,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Ihtiyac,Android,2,0
CUST-00346,28,110696,0.292,618,4.2,27793,120,1,0.339,Marmara,Maasli,Yuksek Lisans,Kiraci,Tasit,Android,23,1
CUST-00347,44,39035,0.304,715,19.0,7390,24,0,0.449,Marmara,Maasli,Lise,Ipotekli,Tasit,Android,7,0
CUST-00348,40,53144,0.546,641,8.1,27959,36,3,0.758,Marmara,Serbest,Lisans,Ev Sahibi,Is Kurma,Web,15,0
CUST-00349,43,43625,0.242,645,19.9,23532,12,3,,Ic Anadolu,Maasli,Onlisans,Kiraci,Borc Birlestirme,Android,9,0
CUST-00350,38,42610,0.275,701,18.4,19507,60,0,0.129,Ic Anadolu,Maasli,Lisans,Ipotekli,Is Kurma,iOS,10,0
CUST-00351,51,45422,0.204,663,31.5,9539,48,3,0.785,Dogu Anadolu,Serbest,,Ipotekli,Egitim,Android,1,0
CUST-00352,45,68251,0.383,620,0.0,18596,36,2,0.429,Karadeniz,Issiz,Lise,Ev Sahibi,Egitim,iOS,1,0
CUST-00353,34,35685,0.535,649,8.4,44042,24,0,0.693,Marmara,Maasli,Onlisans,Ipotekli,Konut,Web,7,0
CUST-00354,40,78800,0.220,635,6.7,10194,60,,0.279,Marmara,Maasli,Yuksek Lisans,Kiraci,Ihtiyac,Android,10,0
CUST-00355,32,64186,0.287,712,11.8,39336,48,1,0.175,Guneydogu Anadolu,Maasli,Onlisans,Ipotekli,Ihtiyac,Web,4,0
CUST-00356,43,78040,0.051,617,14.7,28762,36,1,0.295,Ic Anadolu,Serbest,Lisans,Kiraci,Ihtiyac,Android,17,0
CUST-00357,45,101314,0.390,666,2.4,17849,48,4,0.439,Ic Anadolu,Maasli,Lise,Ipotekli,Borc Birlestirme,Android,16,0
CUST-00358,63,101153,0.083,728,5.3,13263,24,3,0.423,Dogu Anadolu,Maasli,Lise,Kiraci,Egitim,Android,2,0
CUST-00359,19,31886,0.341,667,2.1,6704,36,0,0.000,Marmara,Maasli,Yuksek Lisans,Kiraci,Borc Birlestirme,iOS,10,1
CUST-00360,45,45475,0.020,728,25.9,15924,60,0,0.346,Akdeniz,Maasli,Lise,Ev Sahibi,Borc Birlestirme,Android,1,0
CUST-00361,51,39239,0.469,678,9.3,48149,24,4,0.403,Ic Anadolu,Maasli,Lise,Ev Sahibi,Konut,Android,1,0
CUST-00362,61,62490,0.163,627,25.2,33336,60,0,,Marmara,Maasli,Lise,Kiraci,Ihtiyac,Android,22,0
CUST-00363,18,33209,0.330,648,0.0,12190,12,2,0.468,Ic Anadolu,Maasli,Onlisans,Aile Yaninda,Ihtiyac,Android,13,0
CUST-00364,44,101250,0.309,613,4.6,22859,84,1,0.273,Marmara,Maasli,Lisans,Kiraci,Borc Birlestirme,Android,1,1
CUST-00365,43,52314,0.113,743,8.2,31125,24,0,0.285,Ic Anadolu,Maasli,Lise,Kiraci,Ihtiyac,iOS,18,0
CUST-00366,50,74466,0.487,664,19.6,35105,12,3,0.651,Guneydogu Anadolu,Maasli,Doktora,Ev Sahibi,Borc Birlestirme,Android,5,1
CUST-00367,39,42275,0.020,618,14.7,25021,36,1,0.498,Ic Anadolu,Serbest,Onlisans,Aile Yaninda,Konut,Android,9,0
CUST-00368,37,60794,0.638,,0.0,7738,24,9,0.792,Karadeniz,Issiz,Onlisans,Kiraci,Ihtiyac,Android,22,1
CUST-00369,32,63963,0.386,635,3.9,14285,48,2,0.096,Ege,Serbest,Lise,Ev Sahibi,Borc Birlestirme,Web,7,0
CUST-00370,45,110311,,648,5.9,65094,48,1,0.101,Ege,Maasli,Lisans,,Ihtiyac,iOS,20,0
CUST-00371,38,68417,0.172,603,0.0,14314,60,5,0.462,Ege,Issiz,Yuksek Lisans,Kiraci,Egitim,Android,1,0
CUST-00372,44,71587,0.287,640,23.5,21498,60,1,0.336,Karadeniz,Serbest,Lisans,Kiraci,Tasit,iOS,0,0
CUST-00373,61,131411,0.478,698,19.0,35107,36,2,0.099,Ic Anadolu,Maasli,Onlisans,Ipotekli,Ihtiyac,iOS,17,0
CUST-00374,72,90334,0.469,708,20.4,24088,48,2,0.687,Ic Anadolu,Maasli,,Ipotekli,Egitim,Android,1,0
CUST-00375,29,95435,0.428,636,9.1,17278,36,1,0.513,Karadeniz,Serbest,Lisans,Ipotekli,Borc Birlestirme,iOS,1,0
CUST-00376,36,44125,0.118,703,11.6,8457,36,2,0.320,Ege,Maasli,Lise,Ipotekli,Ihtiyac,Android,8,0
CUST-00377,26,57480,0.407,694,1.5,34795,48,3,0.025,Karadeniz,Maasli,Yuksek Lisans,Ev Sahibi,Is Kurma,Android,21,0
CUST-00378,40,59123,0.406,649,16.5,24427,36,2,0.467,Marmara,Maasli,Lisans,Ev Sahibi,Tasit,Web,8,0
CUST-00379,26,21385,0.252,642,6.6,6454,84,1,0.433,Marmara,Serbest,Onlisans,,Ihtiyac,iOS,0,0
CUST-00380,27,57576,0.309,650,4.5,13675,24,0,0.490,Marmara,Emekli,Lisans,Kiraci,Ihtiyac,iOS,7,0
CUST-00381,66,65904,0.201,681,24.4,30459,60,2,0.000,Ege,Maasli,Lise,Ev Sahibi,Is Kurma,iOS,20,0
CUST-00382,31,46669,0.228,577,8.6,8510,60,0,0.125,Marmara,Maasli,Onlisans,Kiraci,Ihtiyac,Web,2,0
CUST-00383,48,108737,0.020,740,5.7,20712,36,2,,Marmara,Sozlesmeli,Yuksek Lisans,Kiraci,Tasit,iOS,10,0
CUST-00384,47,68825,0.393,661,11.3,39837,36,3,0.000,Ic Anadolu,Sozlesmeli,Lisans,Ipotekli,Tasit,Android,0,0
